SO2,CO,CO2,O3,PM25,Nox,NO,NO2,THC,NMHC,CH4,WindSpeed,TEMP,Humidity
4,1.48,0,0,15,63.59,36.64,26.95,2.383,0.45,1.93,0,0,0
2.6,0.5,0,24,16,24.26,5.48,18.78,0,0,0,1.94,30.94,67.73
2,0.15,403.33,26.8,13,4.82,1.22,3.6,0,0,0,0,23.94,88.74
3,0.33,0,28.5,16,16.36,3.18,13.17,0,0,0,2.33,30.11,69
3,0.5,0,21.6,15,23.72,5.29,18.43,2.037,0.171,1.87,2.38,30.18,74.31
3.8,0.52,429.09,24.3,17,27.93,7.27,20.66,2.023,0.201,1.82,1.72,29.95,69.92
3,0.37,0,23.2,15,19.57,4.14,15.42,0,0,0,2,29.98,70.85
1.9,0.16,405.15,30.6,12,5.98,1.19,4.79,0,0,0,0,23.46,88.29
3.2,0.54,0,23.3,16,25.49,5.17,20.32,0,0,0,1.65,30.46,69.91
4.2,1.68,0,0,16,64.12,34.94,29.18,2.49,0.516,1.98,0,0,0
3.8,0.69,0,19.5,17,34.66,10.38,24.28,2.119,0.227,1.89,1.86,30.83,69.96
3.9,0.61,431.86,25.1,20,33.74,9.6,24.14,0,0,0,1.64,25.98,75.86
3.1,0.47,0,28.2,17,23.17,5.58,17.59,0,0,0,1.82,26.02,75.57
1.7,0.19,409.8,39.2,11,4.52,0.97,3.5,0,0,0,0,20.03,93.5
3.8,0.67,0,23.4,18,33.9,8.16,25.75,0,0,0,1.8,26.33,76
4.4,1.69,0,0,19,75.96,41.79,34.17,0,0,0,0,0,0
3.7,0.8,0,20.9,21,41.59,13.56,28.03,0,0,0,1.85,26.86,76.66
3.1,0.6,0,22.7,21,28.53,6.7,21.82,0,0,0,1.84,26.29,79.6
3.6,0.73,0,27.5,22,38.57,10.53,28.04,0,0,0,2,23.35,74.11
3.2,0.55,0,29.4,24,26.95,5.36,21.59,0,0,0,2.17,22.75,75.82
1.9,0.23,414.75,51.6,14,4.8,1.22,3.56,0,0,0,0,16.36,90.84
2.7,0.43,0,37,20,19.23,3.18,16.05,0,0,0,1.99,22.66,71.88
3.3,0.61,0,30.4,21,31.58,5.87,25.71,0,0,0,2.11,22.84,72.47
3.6,0.54,430.18,32.7,21,30.34,6.89,23.45,0,0,0,1.81,22.5,72.72
4.1,1.38,0,0,21,70.88,35.77,35.11,0,0,0,0,0,0
2.4,0.48,0,34.5,19,23.21,5.58,17.63,0,0,0,1.93,19.12,74.98
3.1,0.62,0,26.7,22,31.2,8.16,23.03,0,0,0,2.23,18.94,81.66
4.1,1.49,0,0,20,82.29,45.78,36.51,0,0,0,0,0,0
1.6,0.26,412.69,49.6,12,3.88,0.65,3.19,0,0,0,0,13.07,95.7
3.5,0.57,428.53,29.6,19,32.79,8.8,23.99,0,0,0,1.75,18.63,78.31
3.4,0.69,0,25.8,21,37.87,9.69,28.18,0,0,0,2.13,19.28,77.17
3.7,0.79,0,24.3,22,43.06,13.96,29.1,0,0,0,2.04,19.56,79.85
2.6,0.46,0,35.5,22,20.1,4.49,15.6,0,0,0,1.96,17.33,70.46
3,0.75,0,24.1,24,40.09,12.77,27.32,0,0,0,1.98,17.88,74.01
2,0.28,0,47.2,14,3.87,0.9,2.95,0,0,0,0,11.18,94.27
3,0.66,0,24.9,24,34.78,8.78,26,0,0,0,2.03,17.62,71.42
3.7,1.33,0,0,22,75.62,41.72,33.9,0,0,0,0,0,0
2.5,0.59,0,26.6,26,27.76,7.02,20.74,0,0,0,2.15,17.62,75.93
2.7,0.6,0,28.8,22,32.24,9.58,22.66,0,0,0,1.67,17.06,72.26
3,0.65,0,23.8,25,35.52,9.4,26.11,0,0,0,2.35,17.04,65.55
3.2,0.79,0,23.2,26,43.62,15.57,28.05,0,0,0,2.12,17.36,68.17
2.6,0.47,0,35.8,23,21.53,6.34,15.19,0,0,0,2.19,16.86,64.74
2.6,0.58,0,27.1,28,27.97,7.15,20.81,0,0,0,2.51,16.99,69.75
2.1,0.27,0,46.6,17,3.62,0.67,2.89,0,0,0,0,9.77,91.42
3.9,1.32,0,0,23,79.67,44.49,35.18,0,0,0,0,0,0
2.9,0.61,0,27.4,24,34.08,10.64,23.44,0,0,0,1.86,16.4,66.86
2.5,0.26,412.25,42.5,16,4.22,0.57,3.58,0,0,0,0,9.25,88.22
3.1,0.55,432.7,25.4,23,31.04,8.4,22.64,0,0,0,1.84,16.29,68.21
3.5,0.75,0,20.6,23,42.09,14.12,27.97,0,0,0,2.06,17.16,69.86
3.2,0.45,0,33.8,23,19.96,4.99,14.97,0,0,0,2.21,16.71,65.94
3.4,0.62,0,20.5,24,36.12,9.3,26.81,0,0,0,2.28,16.89,67.2
3.1,0.56,0,25.1,25,28.22,7.03,21.19,0,0,0,2.45,16.68,71.47
4.4,1.35,0,0,18,82.25,47.65,34.6,0,0,0,0,0,0
2.3,0.49,0,26.3,17,24.07,5.22,18.85,0,0,0,2.31,22.37,77.61
3.9,1.56,0,0,12,84.06,47.9,36.16,0,0,0,0,0,0
2.2,0.38,0,36.2,16,17.06,3.71,13.35,0,0,0,2.06,22.5,70.98
3,0.67,0,22.7,17,35.9,9.9,26.01,0,0,0,2.02,22.88,73.78
2.9,0.56,0,23.5,18,31.73,6.96,24.76,0,0,0,2.16,22.71,73.09
1.5,0.2,404.9,46.6,10,2.76,0.64,2.05,0,0,0,0,16,90.87
2.9,0.49,419.69,26.9,17,26.79,5.78,21.01,0,0,0,1.68,21.84,74.77
2.4,0.43,415.26,37,20,22.45,4.49,17.97,0,0,0,1.94,24.57,68.58
3.3,1.25,0,0,17,69.2,33.9,35.3,0,0,0,0,0,0
2.6,0.33,0,44.2,20,14.7,2.92,11.77,0,0,0,2.31,24.77,67.03
2.6,0.49,0,32.9,21,27.44,4.76,22.68,0,0,0,2.37,25.23,67.48
2.9,0.61,0,30.4,21,31.15,7.53,23.62,0,0,0,2.1,25.47,67.66
1.7,0.18,399.93,51.9,15,2.33,0.49,1.77,0,0,0,0,18.55,90.24
2.1,0.43,0,34.4,22,20.49,3.74,16.76,0,0,0,2.47,24.94,71.09
4.2,0.42,419.14,24.9,16,23.39,5.8,17.59,0,0,0,1.89,29.48,69.19
3.5,0.32,0,29.7,17,15.87,3.12,12.75,0,0,0,2.37,29.71,68.86
2.4,0.14,400.95,35.1,12,4.72,1.18,3.51,0,0,0,0,24.15,94.09
3.1,0.43,0,22.4,15,21.49,5.33,16.16,0,0,0,2.45,29.76,72.37
3.4,0.48,0,23,17,26.14,5.84,20.31,0,0,0,2.17,30.13,69.22
3.8,0.58,0,20.8,17,29.19,8.11,21.09,0,0,0,2.19,30.38,68.54
4.7,1.42,0,0,14,65.64,36.71,28.93,0,0,0,0,0,0
4.5,1.62,0,0,14,69.54,39.84,29.7,0,0,0,0,0,0
3.5,0.65,0,20.5,18,34.21,10.32,23.9,0,0,0,1.78,30.93,68.04
2.8,0.49,0,22.7,15,23.88,6.17,17.71,0,0,0,1.9,30.18,72.88
3.3,0.57,0,23.5,18,28.52,6.48,22.04,0,0,0,1.52,30.76,69.09
3.3,0.47,428.96,24.6,17,26.13,7.35,18.78,0,0,0,1.58,30.16,68.48
2.2,0.16,408.6,36.1,14,5.9,1.36,4.52,0,0,0,0,24.24,94.7
3.2,0.37,0,28,17,19.09,3.42,15.66,0,0,0,1.86,30.27,70.36
2,0.11,401.11,26.8,10,4.44,1.02,3.4,0,0,0,0,23.99,92.81
2.4,0.57,0,0,14,28.85,10.47,18.38,0,0,0,2.08,31.23,67.89
2.9,0.41,423.58,19.5,14,23.09,7.88,15.21,0,0,0,1.84,30.71,67.87
3.9,1.47,0,0,11,62.02,37.34,24.68,0,0,0,0,0,0
2.5,0.42,0,18.2,12,20.81,6.31,14.5,0,0,0,2.33,30.77,70.99
2.8,0.5,0,18,16,25.07,7.57,17.5,0,0,0,1.91,31.19,68.64
2.8,0.3,0,20.1,14,15.98,3.91,12.07,0,0,0,2.29,30.64,70.13
3.2,0.65,0,20.1,19,32.29,7.6,24.69,0,0,0,1.63,28.56,77.67
2.7,0.58,0,20.5,17,27.73,6.84,20.89,0,0,0,1.68,28.29,79.56
1.8,0.15,399.77,34.3,12,4.92,1.35,3.54,0,0,0,0,22.4,95.55
3,0.56,443.77,22.3,20,29.11,8.36,20.75,0,0,0,1.6,28.36,75.98
2.7,0.42,0,25.3,17,19.7,3.78,15.93,0,0,0,1.78,28.05,77.48
4.1,1.57,0,0,14,70.23,37.94,32.29,0,0,0,0,0,0
3.5,0.76,0,17.9,18,39.69,12.78,26.92,0,0,0,1.68,28.62,77.67
1.6,0.2,403.58,41.9,10,4.69,1.31,3.37,0,0,0,0,20.1,96.64
2.7,0.52,0,31.2,19,23.05,5.13,17.91,0,0,0,1.69,25.34,78.59
2.1,0.66,435.66,24.9,20,33.21,10.14,23.06,0,0,0,1.55,24.83,78.89
2.5,0.72,0,21.1,18,34.3,9.87,24.43,0,0,0,1.59,25.12,83.3
3.8,1.69,0,0,17,78.77,42.79,35.97,0,0,0,0,0,0
3.1,0.88,0,21.9,21,46.62,16.42,30.2,0,0,0,1.6,25.77,79.16
3,0.79,0,22.9,21,39.59,10.94,28.65,0,0,0,1.53,25.62,79.35
2.6,0.6,0,31.7,22,27.46,5.47,21.99,0,0,0,2.21,22.37,76.49
2.6,0.46,0,42.6,23,18.65,2.83,15.82,0,0,0,2.02,22.61,72.48
1.8,0.26,403.28,54.4,15,4.44,1.19,3.24,0,0,0,0,16.62,94.59
2.9,0.75,0,31,24,37.7,9.11,28.59,0,0,0,1.92,22.98,73.86
3.1,0.65,0,32.9,26,32.18,5.47,26.71,0,0,0,2.16,22.63,73.6
2.9,0.57,431.36,35.6,24,26.87,4.61,22.26,0,0,0,1.92,21.92,73.64
3.8,1.38,0,0,20,67.39,30.83,36.56,0,0,0,0,0,0
2.8,0.64,0,26.8,26,32.21,7.53,24.68,0,0,0,2.15,18.89,74.1
3.3,0.7,0,25,27,38.67,8.89,29.78,0,0,0,2.07,19.09,71.2
3.2,0.84,0,23.6,25,47.02,15.15,31.87,0,0,0,1.79,19.45,72.85
2,0.26,415.44,49.9,17,4.85,1.16,3.67,0,0,0,0,13.37,94.53
2.8,0.48,0,34.8,26,23.11,4.83,18.28,0,0,0,2.06,18.91,71.02
4.1,1.45,0,0,22,81.09,41.57,39.52,0,0,0,0,0,0
3.1,0.64,433.79,28.4,25,35.28,8.23,27.05,0,0,0,1.75,18.54,71.06
3.1,0.84,0,19.4,19,49.43,20.63,28.8,0,0,0,1.69,17.04,77.43
3.7,1.4,0,0,16,80.35,46.31,34.04,0,0,0,0,0,0
2.5,0.64,0,20.5,18,34.98,10.73,24.26,0,0,0,1.9,16.51,80.23
2.3,0.61,433.4,22.1,17,36.94,12.26,24.67,0,0,0,1.67,16.23,75.8
2.2,0.48,0,28.1,18,24.24,7.04,17.2,0,0,0,1.91,16.58,74.2
1.4,0.23,415.69,43.7,7,3.29,1.03,2.23,0,0,0,0,10.84,95.39
2.7,0.73,0,19.3,20,41.25,13.01,28.24,0,0,0,1.86,16.74,75.61
3.6,0.46,0,34.7,29,23.67,6.53,17.14,0,0,0,2.24,0,62
3.7,0.78,0,20.6,26,47.06,16.53,30.53,0,0,0,1.83,0,63.68
2.9,0.61,432.36,26.7,27,36.22,10.33,25.89,0,0,0,1.95,0,62.82
3.1,0.24,412.73,49.6,18,4.49,0.89,3.58,0,0,0,0,0,87.41
4.5,0.68,0,22.7,30,41.82,11.09,30.73,0,0,0,2.12,0,61.66
3.1,0.59,0,25.7,27,32.01,8.34,23.67,0,0,0,2.3,0,64.86
4.7,1.39,0,0,25,85.43,47.46,37.97,0,0,0,0,0,0
2.8,0.27,0,45.6,15,4.67,0.96,3.69,0,0,0,0,0,93.74
3.4,0.6,0,23.3,33,31.46,8.31,23.15,0,0,0,2.35,0,80.25
3.6,0.56,425.32,23.8,34,32.54,7.14,25.4,0,0,0,1.88,0,75.4
3.7,0.46,0,32.4,32,22.13,5.4,16.73,0,0,0,2.2,0,71.55
4.2,0.64,0,20.6,33,38.44,9.61,28.83,0,0,0,2.33,0,74.1
3.6,0.75,0,18.2,41,44,14.34,29.65,0,0,0,1.87,0,76.41
4.9,1.52,0,0,41,91.66,55.07,36.59,0,0,0,0,0,0
3.2,0.67,0,21.2,35,36.52,11.6,24.92,2.162,0.226,1.94,0,0,71.99
2.9,0.5,0,27,25,24.58,6.25,18.33,2.025,0.132,1.89,0,0,75.52
3,0.39,0,34,26,18.76,5.46,13.3,0,0,0,0,0,68.82
3.5,0.55,0,23.6,27,31.45,7.59,23.86,0,0,0,0,0,71.31
4.3,1.4,0,0,36,76.88,43.57,33.31,2.497,0.503,1.99,0,0,0
2.6,0.23,403.71,44.2,14,4.23,1.31,2.92,0,0,0,0,0,93.4
3.2,0.5,421.16,26.5,28,27.89,6.22,21.66,2.075,0.163,1.91,0,0,72.63
2.4,0.38,414.29,34.5,25,20.03,3.52,16.51,1.946,0.124,1.82,0,0,70.54
2.1,0.45,0,30.2,24,22.83,5.33,17.5,2.031,0.129,1.9,0,0,74.5
2,0.31,0,38.9,25,14.07,3.12,10.95,0,0,0,0,0,69.73
2.4,0.48,0,27.8,25,27.06,5.72,21.34,0,0,0,0,0,70.56
3.2,1.33,0,0,42,65.15,34.49,30.66,2.421,0.455,1.97,0,0,0
1.4,0.16,399.92,47.9,13,3.07,1.34,1.7,0,0,0,0,0,98.14
2.4,0.58,0,27.5,33,30.65,8.7,21.96,2.066,0.184,1.88,0,0,71.15
2.3,0.33,408.08,23.8,18,17.71,4.21,13.49,1.929,0.115,1.81,2.32,0,72.15
1.8,0.22,0,31.6,18,11.2,3.22,7.98,0,0,0,2.74,0,69.73
1.2,0.11,388.09,35.1,9,2.77,1.42,1.32,0,0,0,0,0,96.89
2.4,0.49,0,19.6,27,26.14,8.78,17.35,2.005,0.161,1.84,0,0,71.13
2.4,0.37,0,20.1,18,22.56,6.21,16.35,0,0,0,2.94,0,71.22
2.9,1.11,0,0,26,54.3,31.19,23.12,2.274,0.37,1.9,0,0,0
1.8,0.34,0,21.2,17,17.95,4.88,13.07,1.924,0.102,1.82,2.95,0,74.41
3.7,0.66,0,15.9,30,35.19,12.65,22.54,2.169,0.267,1.9,0,0,70.04
4.2,1.68,0,0,27,65.7,39.76,25.94,2.543,0.556,1.99,0,0,0
2.8,0.49,0,18.3,20,25.23,7.49,17.73,2.002,0.193,1.81,0,0,76.32
3.2,0.56,0,15.9,18,29.25,8.52,20.73,0,0,0,0,0,71.09
3.5,0.42,422.45,20.8,21,24.21,6.31,17.9,2.043,0.206,1.84,0,0,68.97
1.8,0.12,402.74,28.5,9,4.92,1.32,3.58,0,0,0,0,0,92.68
2.7,0.37,0,22.1,19,19.71,4.9,14.81,0,0,0,0,0,74.87
4.1,1.8,0,0,30,68.67,40.71,27.95,2.552,0.591,1.96,0,0,0
3.1,0.42,427.75,23.6,23,22.72,4.98,17.74,2.023,0.196,1.83,0,0,66.31
2.7,0.48,0,22.1,22,23.56,6.63,16.93,1.933,0.176,1.76,0,0,74.04
3.3,0.63,0,18.8,30,32.09,10.25,21.85,2.101,0.244,1.86,0,0,66.41
3.1,0.55,0,20.1,21,27.1,6.41,20.68,0,0,0,0,0,67.7
3.1,0.39,0,25.4,21,19.87,4.21,15.66,0,0,0,0,0,72.3
2,0.12,407.17,30.2,11,5.75,1.3,4.44,0,0,0,0,0,91.02
4.5,0.6,0,21.7,25,30.38,7.02,23.36,0,0,0,0,0,70.98
4.4,0.73,0,19.4,38,36.52,11.49,25.02,2.151,0.265,1.89,0,0,70.29
4.4,0.49,430.99,26,29,25.33,4.98,20.35,2.054,0.198,1.86,0,0,70.97
3.7,0.41,0,27.9,25,19.9,3.61,16.29,0,0,0,0,0,75.67
3.4,0.55,0,24.5,27,26.42,6.77,19.65,1.982,0.189,1.79,0,0,76.21
2.2,0.17,408.7,35.1,14,5.92,1.26,4.65,0,0,0,0,0,91.34
5.2,1.71,0,0,35,66.57,36.13,30.44,2.585,0.559,2.03,0,0,0
1.7,0.18,409.56,39.6,11,4.44,0.98,3.43,0,0,0,0,0,94.37
2.4,0.46,0,29.9,22,20.43,4.5,15.93,0,0,0,0,0,79.4
3.2,0.56,427.17,23.6,26,30.53,7.91,22.62,2.14,0.226,1.91,0,0,75.49
2.9,0.78,0,20.6,0,40.87,13.63,27.24,2.242,0.282,1.96,0,0,74.73
2.6,0.62,0,24.3,23,30.04,7.83,22.21,2.062,0.207,1.86,0,0,78.92
3.8,1.65,0,0,27,72.25,39.04,33.21,2.648,0.572,2.08,0,0,0
3,0.67,0,20.2,21,34.93,8.78,26.16,0,0,0,0,0,75.19
3.6,1.78,0,0,39,81.3,40.61,40.69,2.754,0.593,2.16,0,0,0
2.6,0.95,0,26.4,39,46.8,13.71,33.09,2.373,0.299,2.07,0,0,75.34
2.3,0.73,0,32.1,35,33.1,7.83,25.26,2.218,0.221,2,0,0,78.1
1.6,0.29,408.35,54.1,18,3.9,0.86,3,0,0,0,0,0,93.84
2.9,0.8,0,25.9,34,39.78,9.15,30.62,0,0,0,0,0,75.5
2.7,0.68,434.29,33.6,0,32.95,6.9,26.05,2.241,0.22,2.02,0,0,75.67
2.6,0.55,0,37.9,31,22.05,3.61,18.44,0,0,0,0,0,79.13
3,0.85,0,24.6,30,45.93,14.49,31.45,2.347,0.289,2.06,0,0,71.41
3.4,0.73,0,24.5,33,37.25,8.38,28.87,0,0,0,0,0,72.27
2.6,0.49,0,34.2,31,21.91,4.68,17.22,0,0,0,0,0,75.63
1.6,0.25,407.01,49.6,15,4.02,1,2.97,0,0,0,0,0,92.29
2.8,0.66,0,31.1,34,31.82,7.63,24.2,2.196,0.219,1.98,0,0,74.6
3.8,1.57,0,0,37,75.31,38.03,37.28,2.667,0.549,2.12,0,0,0
2.9,0.63,428.69,30.3,39,33.67,8.08,25.59,2.22,0.218,2,0,0,72.86
3.5,1.49,0,0,33,74.93,40.92,34.01,2.611,0.524,2.09,0,0,0
3,0.67,0,23.8,29,39.57,11.27,28.31,2.169,0.217,1.95,0,0,79.75
3,0.86,0,19.1,22,47.89,19.49,28.4,2.38,0.299,2.08,0,0,75.96
2.6,0.64,427.17,25.9,28,33.37,10.52,22.84,2.22,0.221,2,0,0,78.73
2.2,0.49,0,29.3,25,21.55,6.06,15.5,0,0,0,0,0,79.15
1.2,0.23,412.68,41.5,8,3.04,1.09,1.91,0,0,0,0,0,96.31
3.3,0.74,0,20.5,28,38.24,11.55,26.69,0,0,0,0,0,77.26
2.3,0.51,0,28.7,25,22.1,6.34,15.76,0,0,0,0,0,76.85
2.8,0.83,0,16.8,26,46.49,16.77,29.72,2.32,0.274,2.05,0,0,73.33
2.5,0.6,419.68,24,21,32.88,9.68,23.2,2.083,0.171,1.91,0,0,74.81
1.6,0.27,406.23,41.5,11,3.12,0.93,2.15,0,0,0,0,0,94.98
3.2,0.72,0,18.1,26,39.1,11.45,27.65,0,0,0,0,0,74.14
2.7,0.64,0,23.6,28,32.33,9.88,22.45,2.121,0.196,1.93,0,0,75.97
3.8,1.67,0,0,32,88.31,52.92,35.39,2.663,0.584,2.08,0,0,0
2.4,0.6,0,21.7,23,29.36,8.72,20.64,2.088,0.188,1.9,0,0,77.21
2.5,0.56,416.68,23.2,19,29.17,8.25,20.92,2.065,0.176,1.89,0,0,75.77
2.8,0.79,0,16.4,23,44.29,16.84,27.45,2.245,0.256,1.99,0,0,74.55
3.1,0.67,0,17.3,24,37.06,11,26.06,0,0,0,0,0,75.29
3.7,1.55,0,0,28,85.08,51.42,33.65,2.624,0.56,2.06,0,0,0
2.5,0.47,0,27.8,22,19.64,5.33,14.31,0,0,0,0,0,77.46
1.7,0.25,398.94,38.1,10,3.94,1.07,2.83,0,0,0,0,0,97.19
2.6,0.6,418.16,27.4,28,30.71,8.2,22.5,2.124,0.201,1.92,0,0,74.19
4.1,1.73,0,0,34,86.51,49.35,37.16,2.755,0.616,2.14,0,0,0
2,0.27,397.94,43.9,14,4.16,1.11,3.03,0,0,0,0,0,96.64
3.4,0.7,0,22.5,29,36.71,9.78,26.93,0,0,0,0,0,74.24
2.7,0.81,0,21.7,31,43.78,14.93,28.85,2.259,0.267,1.99,0,0,73.94
2.8,0.62,0,28.2,28,30.82,9.25,21.56,2.113,0.201,1.91,0,0,77.66
2.5,0.46,0,32.7,25,19.76,5.14,14.62,0,0,0,0,0,70.98
2.1,0.64,0,28.5,33,33.1,7.97,25.12,2.196,0.201,2,0,0,66.2
1.9,0.46,0,33.2,24,22.58,5.04,17.54,1.999,0.135,1.87,0,0,71.18
1.9,0.42,406.49,35.7,24,20.59,3.47,17.12,2.03,0.143,1.89,0,0,67.24
1.9,0.34,0,39.9,22,13.86,2.57,11.29,0,0,0,0,0,61.8
1.4,0.19,397.86,49.3,14,2.42,1.01,1.38,0,0,0,0,0,94.06
2.2,0.5,0,29.3,27,27.91,4.98,22.93,0,0,0,0,0,66.38
2.7,1.33,0,0,30,66.47,32.75,33.72,2.52,0.468,2.05,0,0,0
1.8,0.16,393.78,42.4,14,3.41,1,2.38,0,0,0,0,0,92.92
1.9,0.39,403.2,30.7,23,19.01,4.21,14.8,2.007,0.167,1.84,0,0,68.89
2,0.3,0,36.4,20,12.78,2.62,10.15,0,0,0,0,0,63.91
2.1,0.48,0,27.7,24,25.88,5.9,19.98,0,0,0,0,0,68.82
3.3,1.41,0,0,29,63.03,34.06,28.98,2.512,0.492,2.02,0,0,0
2.4,0.61,0,26.3,30,31.59,9.26,22.33,2.145,0.2,1.95,0,0,68.69
2.3,0.44,0,29.6,24,21.89,5.31,16.58,1.974,0.147,1.83,0,0,74.02
1.6,0.12,388.27,28.6,11,3.52,1.03,2.47,0,0,0,0,0,94.65
2.2,0.34,0,22,18,15.96,3.5,12.46,0,0,0,0,0,69.1
2.1,0.42,407.72,17.8,19,22.61,6.57,16.04,2.038,0.212,1.83,0,0,72.39
2.3,0.46,0,18.7,20,22.69,7,15.7,1.974,0.171,1.8,0,0,77.47
2.8,0.66,0,15.8,28,33.63,12.52,21.11,2.156,0.253,1.9,0,0,72.89
3.3,1.56,0,0,25,62.07,36.89,25.18,2.565,0.559,2.01,0,0,0
2.6,0.53,0,17.1,20,26.77,8.03,18.73,0,0,0,0,0,72.8
1.9,0.12,388.96,25.4,10,5.14,1.2,3.92,0,0,0,0,0,88.9
2.4,0.4,0,19.5,21,20.59,6.36,14.23,1.904,0.157,1.75,0,0,71.1
3.2,0.45,0,18,18,24.34,6.82,17.52,0,0,0,0,0,66.23
4,1.56,0,0,25,59.73,35.34,24.4,2.527,0.56,1.97,0,0,0
2.9,0.58,0,16.8,27,29.9,10.9,19,2.062,0.223,1.84,0,0,65.9
2.6,0.37,410.23,20.9,19,20.51,5.55,14.96,1.978,0.177,1.8,0,0,65.76
2.9,0.27,0,20.9,18,15.24,3.43,11.81,0,0,0,0,0,63.09
1.2,0.15,398.8,35.4,11,4.17,1.29,2.85,0,0,0,0,0,96.32
3.4,1.69,0,0,27,69.4,39.55,29.85,2.668,0.62,2.05,0,0,0
2.4,0.42,0,25.4,18,19.87,4.1,15.76,0,0,0,0,0,72.76
2.6,0.76,0,18.3,27,39.2,13.86,25.34,2.218,0.281,1.94,0,0,76.83
2.8,0.62,0,20.4,18,32,8.4,23.61,0,0,0,0,0,77.31
2.5,0.56,0,21.4,0,28.12,8.07,20.05,2.051,0.213,1.84,0,0,80.62
2.4,0.5,414.53,22.8,24,26.63,6.77,19.86,2.126,0.215,1.91,0,0,77.3
3.4,0.5,414.69,32.4,26,26.3,4.86,21.44,2.143,0.21,1.93,0,0,73
2.5,0.39,0,37.7,20,16.46,2.55,13.91,0,0,0,0,0,67.63
1.6,0.19,402.2,48.1,13,3.85,1.21,2.62,0,0,0,0,0,90.98
3.1,0.72,0,27.5,33,36.38,9.93,26.45,2.192,0.24,1.95,0,0,72.35
3,0.57,0,28.5,24,30.5,5.84,24.66,0,0,0,0,0,72.78
3.3,0.53,0,30.3,25,26.91,5.75,21.16,2.046,0.183,1.86,0,0,77.36
3.5,1.42,0,0,32,65.5,31.82,33.67,2.568,0.542,2.03,0,0,0
3.1,0.73,425.5,28.3,29,37.33,9.65,27.68,2.335,0.308,2.03,0,0,73.99
3.5,0.94,0,22.1,36,50.7,17.6,33.11,2.336,0.328,2.01,0,0,74.51
2.7,0.76,0,25.4,30,40.17,9.88,30.29,0,0,0,0,0,73.45
2.8,0.71,0,28.4,29,35.24,9.59,25.65,2.201,0.258,1.94,0,0,78.04
2.4,0.55,0,31.7,25,24.28,5.38,18.9,0,0,0,0,0,73.2
1.9,0.24,400.76,47.2,15,5.79,2.13,3.64,0,0,0,0,0,93.1
3.7,1.86,0,0,37,87.45,47.29,40.15,2.823,0.69,2.13,0,0,0
1.6,0.28,402.41,49.3,13,3.69,1,2.67,0,0,0,0,0,91.53
2.8,0.81,0,24.5,33,44.62,12.44,32.18,0,0,0,0,0,73.56
3.4,0.93,0,23.8,40,50.34,17.81,32.53,2.337,0.322,2.01,0,0,72.43
2.4,0.6,0,33.8,28,26.9,7.61,19.29,0,0,0,0,0,73
3.1,0.78,0,29.8,35,39.68,11.94,27.74,2.275,0.291,1.98,0,0,73.5
3.5,1.56,0,0,38,78.41,40.77,37.64,2.702,0.609,2.09,0,0,0
3.4,0.74,425,31.6,34,39.96,11.89,28.07,2.361,0.341,2.02,0,0,72.77
2.7,0.78,0,17.9,26,45.98,15.59,30.4,0,0,0,0,0,77.98
3.5,1.58,0,0,27,84.81,49.92,34.89,2.678,0.617,2.06,0,0,0
2.8,0.87,0,16.9,31,50.43,19.93,30.5,2.318,0.301,2.02,0,0,79.56
2.8,0.71,0,21.8,26,38.22,12.64,25.58,2.242,0.253,1.99,0,0,82.06
3.3,0.66,419.78,22,26,37.69,11.1,26.59,2.506,0.5,2.01,0,0,80.91
1.1,0.25,399.47,41.4,6,3.24,1.14,2.09,0,0,0,0,0,96.44
2.2,0.54,0,25.6,21,26.41,8.04,18.36,0,0,0,0,0,78
3.4,1.51,0,0,31,79.73,48.01,31.72,2.595,0.577,2.02,0,0,0
2.8,0.77,0,16.3,32,42.49,15.6,26.89,2.234,0.245,1.99,0,0,78.71
2.6,0.65,0,19.4,27,32.48,9.8,22.68,2.194,0.199,1.99,0,0,82.35
1.3,0.28,397.68,39,8,3.02,0.96,2.04,0,0,0,0,0,98.09
2.7,0.6,414,21,25,31.82,8.71,23.11,2.16,0.193,1.97,0,0,80.15
2.1,0.49,0,26.3,21,20.55,5.47,15.08,0,0,0,0,0,76.33
2.4,0.67,0,16.6,25,36.61,10.17,26.43,0,0,0,0,0,80
1.7,0.22,396.34,37.2,8,3.72,0.87,2.82,0,0,0,0,0,97.92
2.2,0.39,0,27.7,18,17.64,5.05,12.6,0,0,0,0,0,72.73
2.8,0.48,410.43,19.9,22,30.31,7.1,23.21,2.104,0.169,1.94,0,0,79.01
2.3,0.58,0,14.6,22,37.97,11.68,26.29,0,0,0,0,0,77.96
2.6,0.66,0,15,25,41.82,15.43,26.39,2.141,0.234,1.91,0,0,77.03
3.7,1.5,0,0,28,86.43,54.6,31.83,2.567,0.596,1.97,0,0,0
2.5,0.55,0,18.4,24,31.58,9.96,21.62,2.144,0.175,1.97,0,0,82.22
2.3,0.41,0,29,18,19.16,5.69,13.48,0,0,0,0,0,74.49
2.9,0.5,407.69,17.8,20,28.88,7.39,21.49,2.134,0.193,1.94,0,0,77.47
2.5,0.54,0,21.4,20,30.22,9.79,20.43,2.132,0.187,1.95,0,0,79.88
2.9,0.69,0,16.8,27,42.22,16.23,25.99,2.27,0.276,1.99,0,0,76.91
3.8,1.6,0,0,29,82.74,50.52,32.22,2.671,0.617,2.05,0,0,0
