序號,縣市,監測月份,測站,"二氧化硫<br />SO2<br />(ppb)","一氧化碳<br />CO<br />(ppm)","臭氧<br />O3<br />(ppb)","懸浮微粒<br />PM 10 <br />(μg/m 3 )","細懸浮微粒<br />PM 2.5 <br />(μg/m 3 )","氮氧化物<br />NOx<br />(ppb)","一氧化氮<br />NO<br />(ppb)","二氧化氮<br />NO2<br />(ppb)","總碳氫化合物<br />THC<br />(ppmC)","總碳氫化合物<br />THC<br />(ppm)","非甲烷碳氫化合物<br />NMHC<br />(ppm)","甲烷<br />CH4<br />(ppm)","苯<br />BENZENE<br />(ppb)","甲苯<br />TOLUENE<br />(ppb)","乙苯<br />ETHYLBENZENE<br />(ppb)","間、對二甲苯<br />M_P_XYLENES<br />(ppb)","鄰二甲苯<br />O_XYLENE<br />(ppb)","風速<br />WIND_SPEED<br />(m/sec)","小時風速值<br />WS_HR<br />(m/sec)","溫度<br />AMB_TEMP<br />(℃)","大氣溫度<br />AMB_TEMP<br />(℃)","降雨強度<br />RAIN_INT<br />(㎜)","降雨量<br />RAINFALL<br />(mm)","酸雨<br />PH_RAIN<br />(pH)","相對濕度<br />RH<br />(percent)","導電度<br />RAIN_COND<br />(μmho/cm)","紫外線指數<br />UVB<br />(UVI)","小時風向值<br />WD_HR<br />(degrees)"
136,高雄市,2017/12,前金,2.8,0.54,28.5,83.0,40,24,3.0,21.07,-,2.154,0.182,1.972,-,-,-,-,-,2.59,2.3,20.19,-,-,-,-,72.55,-,-,-
137,高雄市,2017/12,仁武,4.2,0.49,27.7,89.0,37,27,4.86,22.16,-,2.274,0.239,2.035,-,-,-,-,-,2.13,1.91,20.2,-,-,-,-,73.4,-,-,-
138,高雄市,2017/12,鳳山,4.8,0.6,22.3,97.0,40,30,3.99,26.21,-,2.355,0.27,2.085,-,-,-,-,-,1.63,1.23,21.26,-,0.0,-,0.0,67.73,0.0,-,-
139,高雄市,2017/12,楠梓,3.0,0.46,27.1,100.0,43,22,3.75,18.7,-,2.187,0.166,2.021,-,-,-,-,-,2.31,1.99,19.53,-,-,-,-,73.41,-,-,-
140,高雄市,2017/12,復興,4.1,0.79,23.7,91.0,40,34,6.56,27.61,-,2.321,0.313,2.009,-,-,-,-,-,1.04,0.58,20.89,-,-,-,-,70.12,-,-,-
141,高雄市,2017/12,小港,5.4,0.58,25.0,84.0,40,35,4.96,30.26,-,2.193,0.238,1.955,-,-,-,-,-,1.83,1.45,21.65,-,0.5,-,4.65,68.29,35.2,-,-
142,高雄市,2017/12,左營,3.4,0.51,29.6,89.0,41,24,2.23,21.67,-,2.184,0.171,2.013,-,-,-,-,-,2.48,2.29,19.71,-,-,-,-,73.63,-,-,-
143,高雄市,2017/12,橋頭,3.3,0.47,25.6,81.0,44,23,3.34,19.54,-,-,-,-,-,-,-,-,-,2.46,2.18,19.94,-,0.5,-,6.91,76.18,30.4,-,-
144,高雄市,2017/12,美濃,1.8,0.38,28.7,70.0,34,12,1.15,10.68,-,-,-,-,-,-,-,-,-,0.97,0.71,20.42,-,-,-,-,76.36,-,-,-
145,高雄市,2017/11,大寮,5.2,0.5,27.9,78.0,36,26,4.02,21.89,-,2.393,0.229,2.165,-,-,-,-,-,1.47,1.24,25.3,-,-,-,-,76.16,-,-,-
146,高雄市,2017/11,林園,6.5,0.46,37.3,70.0,32,21,1.98,19.3,-,2.249,0.148,2.101,-,-,-,-,-,2.12,1.93,25.32,-,-,-,-,76.68,-,-,-
147,高雄市,2017/11,鳳山,4.7,0.63,26.4,100.0,43,30,3.35,26.25,-,2.386,0.29,2.095,-,-,-,-,-,1.53,1.17,25.14,-,0.65,-,5.95,74.08,35.57,-,-
148,高雄市,2017/11,小港,6.4,0.57,27.8,84.0,40,34,4.41,30.03,-,2.228,0.265,1.962,-,-,-,-,-,1.72,1.38,26.11,-,0.69,-,5.41,73.11,43.58,-,-
149,高雄市,2017/11,美濃,1.8,0.36,31.8,66.0,31,11,1.25,9.41,-,-,-,-,-,-,-,-,-,0.99,0.73,24.9,-,-,-,-,79.16,-,-,-
150,高雄市,2017/11,橋頭,3.0,0.45,28.3,79.0,38,21,2.81,17.84,-,-,-,-,-,-,-,-,-,2.2,1.91,24.43,-,0.7,-,6.33,79.6,25.83,-,-
151,高雄市,2017/11,復興,4.4,0.8,27.2,83.0,39,33,5.91,27.38,-,2.339,0.327,2.013,-,-,-,-,-,0.93,0.64,25.18,-,-,-,-,74.28,-,-,-
152,高雄市,2017/11,前鎮,4.2,0.64,28.4,83.0,44,29,4.06,25.27,-,2.278,0.24,2.037,-,-,-,-,-,1.52,1.17,25.46,-,-,-,-,73.65,-,-,-
153,高雄市,2017/11,前金,3.5,0.53,30.6,82.0,40,22,2.23,19.36,-,2.221,0.199,2.021,-,-,-,-,-,2.29,1.99,24.89,-,-,-,-,76.62,-,-,-
154,高雄市,2017/11,楠梓,2.8,0.45,29.2,102.0,40,20,2.84,16.95,-,2.175,0.176,1.999,-,-,-,-,-,1.98,1.69,24.07,-,-,-,-,79.24,-,-,-
155,高雄市,2017/11,左營,3.2,0.49,32.4,87.0,40,23,1.9,21.16,-,2.193,0.174,2.02,-,-,-,-,-,2.21,1.98,24.04,-,-,-,-,80.53,-,-,-
156,高雄市,2017/11,仁武,4.1,0.49,29.7,93.0,39,26,4.5,21.6,-,2.306,0.251,2.055,-,-,-,-,-,1.74,1.54,24.55,-,-,-,-,78.44,-,-,-
157,高雄市,2017/10,楠梓,3.0,0.39,36.5,78.0,25,17,2.23,15.02,-,2.078,0.151,1.926,-,-,-,-,-,1.83,1.53,26.93,-,-,-,-,77.07,-,-,-
158,高雄市,2017/10,復興,4.6,0.62,35.0,68.0,26,24,3.82,20.25,-,2.178,0.231,1.946,-,-,-,-,-,0.99,0.72,27.86,-,-,-,-,72.09,-,-,-
159,高雄市,2017/10,小港,6.7,0.42,35.8,71.0,29,24,2.92,20.71,-,2.128,0.2,1.929,-,-,-,-,-,1.85,1.53,28.63,-,2.3,-,4.94,71.31,77.36,-,-
160,高雄市,2017/10,前金,3.5,0.43,40.5,66.0,28,16,1.62,14.48,-,2.11,0.143,1.966,-,-,-,-,-,2.24,1.95,27.53,-,-,-,-,74.28,-,-,-
161,高雄市,2017/10,橋頭,3.0,0.38,35.7,66.0,31,16,2.16,13.99,-,-,-,-,-,-,-,-,-,2.22,1.96,27.14,-,5.94,-,5.78,77.14,21.25,-,-
162,高雄市,2017/10,大寮,5.2,0.38,33.6,67.0,29,19,3.17,15.73,-,2.369,0.188,2.181,-,-,-,-,-,1.64,1.34,27.68,-,-,-,-,75.02,-,-,-
163,高雄市,2017/10,前鎮,4.2,0.47,37.8,70.0,32,20,2.37,17.61,-,2.147,0.159,1.988,-,-,-,-,-,1.55,1.16,27.85,-,-,-,-,72.56,-,-,-
164,高雄市,2017/10,左營,3.6,0.41,40.6,72.0,27,20,1.76,17.75,-,2.164,0.157,2.008,-,-,-,-,-,2.18,1.9,26.96,-,-,-,-,77.42,-,-,-
165,高雄市,2017/10,林園,5.6,0.35,43.0,40.0,27,13,0.91,11.73,-,2.196,0.093,2.104,-,-,-,-,-,2.2,1.96,27.85,-,-,-,-,75.13,-,-,-
166,高雄市,2017/10,美濃,1.9,0.3,37.1,57.0,25,8,1.46,6.83,-,-,-,-,-,-,-,-,-,0.88,0.66,27.38,-,-,-,-,77.51,-,-,-
167,高雄市,2017/10,仁武,4.1,0.39,39.1,73.0,28,19,2.88,15.63,-,2.192,0.204,1.988,-,-,-,-,-,1.71,1.49,27.26,-,-,-,-,75.83,-,-,-
168,高雄市,2017/10,鳳山,4.4,0.52,36.1,78.0,26,20,1.81,17.96,-,2.236,0.208,2.028,-,-,-,-,-,1.67,1.32,27.49,-,5.23,-,5.38,72.86,36.03,-,-
169,高雄市,2017/09,前金,4.5,0.31,34.6,39.0,20,13,1.71,10.81,-,1.958,0.096,1.862,-,-,-,-,-,2.24,1.92,29.72,-,-,-,-,75.18,-,-,-
170,高雄市,2017/09,鳳山,3.8,0.43,31.0,52.0,20,15,1.83,13.34,-,2.095,0.141,1.954,-,-,-,-,-,1.76,1.43,30.05,-,1.87,-,5.57,72.71,135.31,-,-
171,高雄市,2017/09,林園,4.5,0.23,35.3,28.0,21,8,1.09,6.9,-,2.021,0.054,1.969,-,-,-,-,-,2.39,2.15,30.0,-,-,-,-,76.06,-,-,-
172,高雄市,2017/09,楠梓,3.3,0.32,31.2,53.0,21,15,2.65,12.31,-,2.052,0.192,1.86,-,-,-,-,-,1.71,1.44,29.82,-,-,-,-,76.24,-,-,-
173,高雄市,2017/09,橋頭,3.3,0.29,31.0,42.0,23,13,2.13,11.16,-,-,-,-,-,-,-,-,-,2.32,2.09,30.18,-,0.79,-,5.81,75.72,18.6,-,-
174,高雄市,2017/09,大寮,4.1,0.26,28.9,47.0,23,13,2.97,10.35,-,2.219,0.131,2.088,-,-,-,-,-,1.8,1.54,30.17,-,-,-,-,75.29,-,-,-
175,高雄市,2017/09,左營,4.1,0.29,34.0,44.0,20,14,1.46,12.4,-,2.015,0.096,1.92,-,-,-,-,-,2.3,1.97,29.44,-,-,-,-,77.95,-,-,-
176,高雄市,2017/09,仁武,4.5,0.31,34.1,50.0,22,14,2.21,11.35,-,2.06,0.123,1.937,-,-,-,-,-,1.89,1.61,29.79,-,-,-,-,76.14,-,-,-
177,高雄市,2017/09,復興,5.9,0.48,29.0,35.0,19,19,3.76,15.1,-,2.031,0.172,1.859,-,-,-,-,-,0.95,0.64,30.74,-,-,-,-,71.51,-,-,-
178,高雄市,2017/09,前鎮,5.8,0.32,29.9,40.0,21,17,3.01,13.87,-,2.006,0.11,1.896,-,-,-,-,-,1.67,1.28,30.12,-,-,-,-,73.72,-,-,-
179,高雄市,2017/09,小港,8.8,0.32,28.3,46.0,21,20,3.71,16.23,-,1.987,0.14,1.847,-,-,-,-,-,2.07,1.71,30.92,-,1.15,-,4.92,72.28,147.69,-,-
180,高雄市,2017/09,美濃,2.1,0.23,35.4,38.0,25,6,0.89,4.73,-,-,-,-,-,-,-,-,-,0.93,0.74,29.77,-,-,-,-,75.73,-,-,-
181,高雄市,2017/08,鳳山,3.1,0.41,20.3,42.0,14,14,2.34,12.1,-,2.053,0.152,1.901,-,-,-,-,-,1.81,1.49,29.86,-,3.87,-,5.09,75.56,93.24,-,-
182,高雄市,2017/08,小港,8.0,0.28,18.2,37.0,16,19,4.72,13.86,-,1.938,0.132,1.806,-,-,-,-,-,2.07,1.73,31.02,-,1.52,-,4.92,74.46,39.12,-,-
183,高雄市,2017/08,美濃,1.6,0.19,22.7,25.0,18,4,0.92,3.12,-,-,-,-,-,-,-,-,-,1.16,0.87,29.18,-,-,-,-,76.11,-,-,-
184,高雄市,2017/08,仁武,3.7,0.26,23.4,39.0,16,12,2.09,10.37,-,2.016,0.107,1.91,-,-,-,-,-,1.83,1.55,29.41,-,-,-,-,80.07,-,-,-
185,高雄市,2017/08,復興,4.9,0.42,18.0,30.0,14,18,4.46,13.47,-,1.985,0.16,1.826,-,-,-,-,-,0.99,0.71,30.13,-,-,-,-,73.05,-,-,-
186,高雄市,2017/08,前鎮,5.0,0.3,17.5,31.0,14,16,3.06,13.34,-,1.941,0.102,1.839,-,-,-,-,-,1.57,1.14,30.0,-,-,-,-,75.79,-,-,-
187,高雄市,2017/08,前金,3.5,0.28,21.8,32.0,12,11,2.02,9.26,-,1.889,0.093,1.796,-,-,-,-,-,2.16,1.83,29.08,-,-,-,-,77.4,-,-,-
188,高雄市,2017/08,楠梓,3.0,0.27,19.6,36.0,14,14,3.73,10.58,-,1.885,0.16,1.726,-,-,-,-,-,1.56,1.3,29.72,-,-,-,-,77.16,-,-,-
189,高雄市,2017/08,左營,3.2,0.25,21.8,35.0,13,13,1.74,10.95,-,1.977,0.108,1.869,-,-,-,-,-,2.13,1.8,29.55,-,-,-,-,79.14,-,-,-
190,高雄市,2017/08,橋頭,1.8,0.25,20.8,31.0,17,12,2.64,9.07,-,-,-,-,-,-,-,-,-,2.37,2.12,30.85,-,2.11,-,5.49,76.46,15.99,-,-
191,高雄市,2017/08,大寮,3.9,0.25,17.7,36.0,16,14,2.95,10.56,-,2.168,0.138,2.03,-,-,-,-,-,1.69,1.41,29.89,-,-,-,-,77.55,-,-,-
192,高雄市,2017/08,林園,3.9,0.18,24.8,23.0,-,7,0.97,6.36,-,1.953,0.05,1.904,-,-,-,-,-,2.36,2.1,29.65,-,-,-,-,78.17,-,-,-
193,高雄市,2017/07,橋頭,2.9,0.22,22.7,30.0,16,12,2.4,9.22,-,-,-,-,-,-,-,-,-,2.6,2.33,29.22,-,5.28,-,5.01,69.7,20.9,-,-
194,高雄市,2017/07,鳳山,3.8,0.37,22.0,39.0,12,14,2.85,11.52,-,2.03,0.146,1.885,-,-,-,-,-,1.91,1.58,30.55,-,6.8,-,4.94,69.79,36.05,-,-
195,高雄市,2017/07,美濃,1.6,0.17,26.8,29.0,17,5,1.02,3.59,-,-,-,-,-,-,-,-,-,1.32,1.03,28.59,-,-,-,-,76.51,-,-,-
196,高雄市,2017/07,前金,4.1,0.26,22.9,32.0,11,13,2.78,10.42,-,1.914,0.111,1.802,-,-,-,-,-,2.37,1.96,29.86,-,-,-,-,68.37,-,-,-
197,高雄市,2017/07,楠梓,3.2,0.26,23.4,37.0,13,16,4.23,11.96,-,1.903,0.145,1.758,-,-,-,-,-,1.97,1.62,29.68,-,-,-,-,73.67,-,-,-
198,高雄市,2017/07,前鎮,4.8,0.29,19.8,31.0,12,15,3.04,12.32,-,1.933,0.106,1.827,-,-,-,-,-,2.08,1.75,30.2,-,-,-,-,71.23,-,-,-
199,高雄市,2017/07,小港,8.1,0.25,20.2,36.0,12,16,4.04,11.74,-,1.956,0.133,1.823,-,-,-,-,-,2.31,1.88,30.73,-,5.77,-,4.21,72.43,30.84,-,-
200,高雄市,2017/07,仁武,5.3,0.27,26.8,44.0,15,13,2.42,10.82,-,2.025,0.122,1.903,-,-,-,-,-,2.14,1.79,29.88,-,-,-,-,76.23,-,-,-
201,高雄市,2017/07,大寮,3.8,0.19,20.1,41.0,13,12,2.69,9.35,-,2.145,0.141,2.004,-,-,-,-,-,2.18,1.83,29.6,-,-,-,-,76.23,-,-,-
202,高雄市,2017/07,左營,3.7,0.27,23.1,38.0,13,16,2.56,13.31,-,2.007,0.136,1.87,-,-,-,-,-,2.43,2.03,30.12,-,-,-,-,68.55,-,-,-
203,高雄市,2017/07,林園,2.9,0.13,23.9,21.0,12,6,1.49,4.97,-,1.996,0.039,1.961,-,-,-,-,-,2.94,2.72,30.19,-,-,-,-,71.56,-,-,-
204,高雄市,2017/07,復興,5.1,0.37,20.7,33.0,12,17,3.91,13.16,-,1.988,0.162,1.827,-,-,-,-,-,1.23,0.84,30.52,-,-,-,-,68.5,-,-,-
205,高雄市,2017/06,前金,3.7,0.23,16.1,28.0,7,12,3.13,8.49,-,1.894,0.097,1.797,-,-,-,-,-,2.27,1.87,29.71,-,-,-,-,76.33,-,-,-
206,高雄市,2017/06,小港,8.4,0.21,11.7,32.0,10,18,5.66,12.33,-,1.994,0.185,1.81,-,-,-,-,-,2.12,1.8,29.8,-,4.48,-,4.51,78.43,54.32,-,-
207,高雄市,2017/06,楠梓,2.8,0.24,14.4,37.0,9,15,5.18,9.53,-,1.89,0.14,1.75,-,-,-,-,-,2.06,1.74,29.57,-,-,-,-,73.43,-,-,-
208,高雄市,2017/06,仁武,3.3,0.22,19.0,36.0,7,11,2.82,8.47,-,1.948,0.089,1.859,-,-,-,-,-,2.15,1.87,29.45,-,-,-,-,75.36,-,-,-
209,高雄市,2017/06,左營,2.9,0.23,15.0,31.0,9,14,3.05,10.84,-,1.946,0.115,1.831,-,-,-,-,-,2.33,1.95,29.75,-,-,-,-,75.85,-,-,-
210,高雄市,2017/06,復興,4.4,0.34,13.4,25.0,8,17,5.25,11.36,-,1.962,0.157,1.805,-,-,-,-,-,1.15,0.85,30.07,-,-,-,-,77.57,-,-,-
211,高雄市,2017/06,美濃,1.3,0.15,18.9,22.0,13,5,1.2,3.87,-,-,-,-,-,-,-,-,-,1.36,1.15,28.49,-,-,-,-,76.65,-,-,-
212,高雄市,2017/06,橋頭,2.7,0.18,15.0,23.0,11,11,3.06,7.75,-,-,-,-,-,-,-,-,-,2.83,2.65,28.69,-,4.11,-,4.71,72.32,18.93,-,-
213,高雄市,2017/06,大寮,3.7,0.2,14.2,33.0,8,12,3.49,8.84,-,2.131,0.152,1.98,-,-,-,-,-,2.06,1.79,29.04,-,-,-,-,80.05,-,-,-
214,高雄市,2017/06,鳳山,3.5,0.34,14.1,35.0,9,14,3.86,10.57,-,2.021,0.154,1.866,-,-,-,-,-,1.96,1.72,30.15,-,3.93,-,4.64,73.54,30.08,-,-
215,高雄市,2017/06,前鎮,4.1,0.26,12.1,26.0,7,15,3.83,11.19,-,1.922,0.109,1.813,-,-,-,-,-,1.69,1.25,29.48,-,-,-,-,74.62,-,-,-
216,高雄市,2017/06,林園,2.3,0.1,16.7,20.0,9,6,1.8,4.68,-,1.909,0.035,1.876,-,-,-,-,-,2.37,2.15,29.65,-,-,-,-,76.84,-,-,-
217,高雄市,2017/05,林園,3.8,0.2,40.1,28.0,18,10,1.44,8.05,-,1.995,0.056,1.939,-,-,-,-,-,2.21,2.01,28.41,-,-,-,-,74.17,-,-,-
218,高雄市,2017/05,大寮,4.3,0.3,31.2,49.0,18,15,2.01,12.75,-,2.216,0.144,2.072,-,-,-,-,-,1.77,1.47,27.83,-,-,-,-,76.94,-,-,-
219,高雄市,2017/05,前鎮,5.3,0.38,32.8,42.0,23,18,2.36,15.37,-,2.046,0.131,1.915,-,-,-,-,-,1.54,1.01,28.06,-,-,-,-,71.45,-,-,-
220,高雄市,2017/05,前金,4.5,0.34,39.8,44.0,21,13,1.65,11.38,-,2.024,0.113,1.911,-,-,-,-,-,2.12,1.68,28.04,-,-,-,-,72.97,-,-,-
221,高雄市,2017/05,復興,5.6,0.51,34.3,37.0,20,20,3.22,17.07,-,2.122,0.2,1.922,-,-,-,-,-,1.02,0.75,28.68,-,-,-,-,73.61,-,-,-
222,高雄市,2017/05,楠梓,3.6,0.34,36.2,63.0,25,15,2.73,12.26,-,2.025,0.142,1.883,-,-,-,-,-,1.96,1.58,28.06,-,-,-,-,70.85,-,-,-
223,高雄市,2017/05,小港,8.7,0.34,32.7,47.0,18,21,3.4,17.81,-,2.09,0.175,1.914,-,-,-,-,-,1.95,1.58,28.26,-,3.77,-,4.52,75.19,20.99,-,-
224,高雄市,2017/05,美濃,1.8,0.27,34.8,37.0,23,8,1.18,6.35,-,-,-,-,-,-,-,-,-,1.16,0.93,27.63,-,-,-,-,67.89,-,-,-
225,高雄市,2017/05,左營,3.9,0.36,39.7,49.0,23,16,1.82,14.25,-,2.057,0.112,1.945,-,-,-,-,-,2.19,1.83,27.93,-,-,-,-,74.42,-,-,-
226,高雄市,2017/05,橋頭,3.5,0.33,29.4,48.0,24,14,2.11,11.53,-,-,-,-,-,-,-,-,-,2.29,1.98,27.18,-,2.11,-,5.21,69.25,16.91,-,-
227,高雄市,2017/05,仁武,4.4,0.34,39.1,55.0,21,15,1.82,13.06,-,2.061,0.117,1.944,-,-,-,-,-,1.81,1.51,27.85,-,-,-,-,73.26,-,-,-
228,高雄市,2017/05,鳳山,4.5,0.46,30.4,55.0,22,18,2.73,15.23,-,2.143,0.176,1.967,-,-,-,-,-,1.66,1.32,28.7,-,3.03,-,4.8,70.67,53.16,-,-
229,高雄市,2017/04,美濃,1.7,0.31,35.3,40.0,24,9,1.5,7.64,-,-,-,-,-,-,-,-,-,1.23,1.0,24.82,-,-,-,-,72.08,-,-,-
230,高雄市,2017/04,鳳山,4.5,0.53,30.2,62.0,26,21,3.24,17.61,-,2.165,0.191,1.974,-,-,-,-,-,1.64,1.26,25.96,-,3.6,-,4.48,68.23,30.6,-,-
231,高雄市,2017/04,林園,3.7,0.28,37.7,32.0,21,12,1.83,10.49,-,2.064,0.08,1.984,-,-,-,-,-,2.3,2.07,25.71,-,-,-,-,72.33,-,-,-
232,高雄市,2017/04,大寮,4.6,0.36,31.4,54.0,23,18,2.96,15.19,-,2.254,0.163,2.09,-,-,-,-,-,1.9,1.51,24.86,-,-,-,-,74.65,-,-,-
233,高雄市,2017/04,仁武,4.2,0.4,36.3,58.0,23,19,2.99,15.76,-,2.087,0.143,1.945,-,-,-,-,-,1.9,1.51,25.08,-,-,-,-,70.11,-,-,-
234,高雄市,2017/04,橋頭,2.9,0.37,31.5,54.0,29,15,2.34,13.05,-,-,-,-,-,-,-,-,-,2.36,1.95,24.06,-,1.44,-,5.14,68.61,16.26,-,-
235,高雄市,2017/04,左營,3.5,0.39,40.1,54.0,28,16,1.29,15.03,-,2.099,0.128,1.971,-,-,-,-,-,2.11,1.65,25.43,-,-,-,-,70.51,-,-,-
236,高雄市,2017/04,楠梓,3.2,0.4,35.4,67.0,29,18,3.45,14.26,-,2.056,0.158,1.898,-,-,-,-,-,2.02,1.54,25.3,-,-,-,-,68.05,-,-,-
237,高雄市,2017/04,前金,4.1,0.4,39.7,53.0,24,15,1.85,13.63,-,2.023,0.126,1.897,-,-,-,-,-,2.13,1.62,25.34,-,-,-,-,70.16,-,-,-
238,高雄市,2017/04,前鎮,4.9,0.44,34.4,48.0,26,20,2.71,17.36,-,2.077,0.137,1.939,-,-,-,-,-,1.62,1.06,25.39,-,-,-,-,68.72,-,-,-
239,高雄市,2017/04,復興,5.3,0.56,34.3,45.0,24,23,3.98,19.34,-,2.151,0.211,1.94,-,-,-,-,-,1.14,0.84,25.86,-,-,-,-,71.05,-,-,-
240,高雄市,2017/04,小港,7.9,0.39,31.1,53.0,23,24,3.95,20.03,-,2.062,0.154,1.909,-,-,-,-,-,1.92,1.51,25.5,-,3.17,-,4.39,72.65,33.11,-,-
241,高雄市,2017/03,復興,5.0,0.73,35.3,73.0,38,29,4.16,24.49,-,2.294,0.276,2.018,-,-,-,-,-,1.24,0.81,23.98,-,-,-,-,69.72,-,-,-
242,高雄市,2017/03,橋頭,3.7,0.49,31.9,85.0,46,21,2.89,18.2,-,-,-,-,-,-,-,-,-,2.48,1.67,21.52,-,0.5,-,5.62,67.98,10.39,-,-
243,高雄市,2017/03,仁武,4.5,0.51,36.0,83.0,40,25,3.52,21.49,-,2.164,0.201,1.963,-,-,-,-,-,2.12,1.59,22.48,-,-,-,-,69.95,-,-,-
244,高雄市,2017/03,前鎮,5.0,0.6,34.8,79.0,43,26,3.14,22.86,-,2.228,0.193,2.035,-,-,-,-,-,1.76,1.01,23.07,-,-,-,-,67.59,-,-,-
245,高雄市,2017/03,左營,4.2,0.52,41.1,79.0,40,20,2.01,18.01,-,2.228,0.176,2.052,-,-,-,-,-,2.42,1.79,22.91,-,-,-,-,70.4,-,-,-
246,高雄市,2017/03,大寮,5.0,0.48,32.8,76.0,33,23,2.98,20.01,-,2.32,0.2,2.12,-,-,-,-,-,2.02,1.57,22.63,-,-,-,-,72.55,-,-,-
247,高雄市,2017/03,前金,4.2,0.53,40.7,81.0,37,20,2.1,18.15,-,2.135,0.169,1.966,-,-,-,-,-,2.4,1.56,22.81,-,-,-,-,69.3,-,-,-
248,高雄市,2017/03,小港,7.0,0.54,33.8,77.0,41,31,4.33,26.9,-,2.184,0.212,1.972,-,-,-,-,-,2.0,1.33,23.27,-,0.63,-,4.59,70.68,99.98,-,-
249,高雄市,2017/03,林園,4.8,0.41,39.1,48.0,29,18,2.17,16.13,-,2.157,0.12,2.037,-,-,-,-,-,2.5,2.06,23.69,-,-,-,-,70.93,-,-,-
250,高雄市,2017/03,楠梓,3.6,0.49,36.2,96.0,43,23,3.51,19.07,-,2.127,0.2,1.927,-,-,-,-,-,2.19,1.4,22.54,-,-,-,-,67.89,-,-,-
251,高雄市,2017/03,美濃,2.2,0.42,41.0,63.0,36,12,1.53,10.93,-,-,-,-,-,-,-,-,-,1.3,1.03,22.8,-,-,-,-,70.5,-,-,-
252,高雄市,2017/03,鳳山,4.7,0.64,29.7,92.0,37,26,3.48,22.29,-,2.286,0.241,2.045,-,-,-,-,-,1.65,1.04,23.48,-,1.6,-,5.09,67.47,84.55,-,-
253,高雄市,2017/02,橋頭,3.6,0.48,26.8,87.0,46,23,3.56,19.32,-,-,-,-,-,-,-,-,-,2.42,1.4,18.85,-,0.5,-,5.61,67.9,8.83,-,-
254,高雄市,2017/02,仁武,4.1,0.52,27.9,91.0,43,29,4.88,24.29,-,2.234,0.222,2.012,-,-,-,-,-,2.19,1.62,19.85,-,-,-,-,68.67,-,-,-
255,高雄市,2017/02,大寮,4.8,0.51,27.7,82.0,35,26,3.6,22.49,-,2.293,0.209,2.085,-,-,-,-,-,2.03,1.55,20.33,-,-,-,-,70.16,-,-,-
256,高雄市,2017/02,林園,6.2,0.43,34.1,56.0,-,24,3.01,20.62,-,2.215,0.161,2.054,-,-,-,-,-,2.43,1.98,21.43,-,-,-,-,69.79,-,-,-
257,高雄市,2017/02,鳳山,4.4,0.64,23.8,103.0,40,29,4.31,24.38,-,2.308,0.268,2.04,-,-,-,-,-,1.58,0.86,20.94,-,0.0,-,0.0,66.14,0.0,-,-
258,高雄市,2017/02,美濃,1.9,0.41,33.9,66.0,35,12,2.06,10.14,-,-,-,-,-,-,-,-,-,1.18,0.88,20.23,-,-,-,-,70.32,-,-,-
259,高雄市,2017/02,小港,6.3,0.6,27.2,86.0,44,35,6.04,28.46,-,2.217,0.237,1.98,-,-,-,-,-,1.95,1.17,21.16,-,0.0,-,0.0,68.54,0.0,-,-
260,高雄市,2017/02,復興,4.6,0.8,26.6,81.0,42,33,6.07,26.96,-,2.339,0.32,2.019,-,-,-,-,-,1.22,0.74,20.93,-,-,-,-,68.28,-,-,-
261,高雄市,2017/02,前鎮,4.6,0.65,26.6,89.0,42,30,4.24,25.29,-,2.268,0.221,2.047,-,-,-,-,-,1.82,1.0,20.61,-,-,-,-,65.66,-,-,-
262,高雄市,2017/02,前金,3.8,0.56,31.4,87.0,40,23,2.84,20.47,-,2.167,0.193,1.974,-,-,-,-,-,2.47,1.35,20.22,-,-,-,-,68.24,-,-,-
263,高雄市,2017/02,楠梓,3.2,0.48,28.3,100.0,47,23,4.01,19.28,-,2.096,0.169,1.927,-,-,-,-,-,2.24,1.29,19.75,-,-,-,-,67.28,-,-,-
264,高雄市,2017/02,左營,3.8,0.53,31.6,91.0,43,24,2.59,21.31,-,2.235,0.18,2.055,-,-,-,-,-,2.37,1.65,21.52,-,-,-,-,69.51,-,-,-
265,高雄市,2017/01,前金,3.8,0.58,32.3,83.0,42,24,2.87,20.81,-,2.175,0.186,1.989,-,-,-,-,-,2.42,1.37,20.83,-,-,-,-,71.84,-,-,-
266,高雄市,2017/01,小港,6.2,0.63,26.0,89.0,48,38,6.86,31.09,-,2.247,0.262,1.986,-,-,-,-,-,1.81,1.08,21.56,-,0.0,-,0.0,71.4,0.0,-,-
267,高雄市,2017/01,林園,6.5,0.47,34.7,58.0,23,26,3.17,22.83,-,2.258,0.149,2.11,-,-,-,-,-,2.24,1.83,21.93,-,-,-,-,73.7,-,-,-
268,高雄市,2017/01,前鎮,4.7,0.71,27.5,92.0,45,31,4.55,26.67,-,2.303,0.235,2.068,-,-,-,-,-,1.79,0.98,21.2,-,-,-,-,69.11,-,-,-
269,高雄市,2017/01,美濃,1.9,0.45,31.8,68.0,38,13,2.08,11.15,-,-,-,-,-,-,-,-,-,1.07,0.84,20.7,-,-,-,-,73.55,-,-,-
270,高雄市,2017/01,橋頭,3.6,0.52,26.8,87.0,48,24,4.02,20.16,-,-,-,-,-,-,-,-,-,2.28,1.27,19.58,-,0.5,-,5.65,72.15,9.39,-,-
